Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
77,Darius Slayton,NYG,23,WR,16,15,96,50,0.521,751,15,3,38,41,7.8,3.1,46.9,1
78,Kendrick Bourne,SFO,25,wr,15,5,74,49,0.662,667,13.6,2,35,49,9,3.3,44.5,0
79,Anthony Miller,CHI,26,WR,16,6,76,49,0.645,485,9.9,2,23,34,6.4,3.1,30.3,2
80,James Robinson,JAX,22,RB,14,14,60,49,0.817,344,7,3,15,28,5.7,3.5,24.6,3
81,James White,NWE,28,,14,0,62,49,0.79,375,7.7,1,20,34,6,3.5,26.8,1
82,Nelson Agholor,LVR,27,WR,16,13,82,48,0.585,896,18.7,8,37,85,10.9,3,56,0
83,Christian Kirk,ARI,24,WR,14,10,79,48,0.608,621,12.9,6,30,80,7.9,3.4,44.4,1
84,George Kittle,SFO,27,TE,8,8,63,48,0.762,634,13.2,2,32,44,10.1,6,79.3,0
85,Mike Williams,LAC,26,WR,15,11,85,48,0.565,756,15.8,5,35,64,8.9,3.2,50.4,0
86,Giovani Bernard,CIN,29,RB,16,10,59,47,0.797,355,7.6,3,15,42,6,2.9,22.2,1
87,Damiere Byrd,NWE,27,WR,16,14,77,47,0.61,604,12.9,1,29,42,7.8,2.9,37.8,3
88,A.J. Green,CIN,32,WR,16,14,104,47,0.452,523,11.1,2,34,33,5,2.9,32.7,0
89,Aaron Jones*,GNB,26,RB,14,14,63,47,0.746,355,7.6,2,15,30,5.6,3.4,25.4,2
90,Danny Amendola,DET,35,wr,14,5,69,46,0.667,602,13.1,0,30,50,8.7,3.3,43,0
91,Dallas Goedert,PHI,25,TE,11,9,65,46,0.708,524,11.4,3,28,41,8.1,4.2,47.6,0
92,Austin Hooper,CLE,26,TE,13,13,70,46,0.657,435,9.5,4,27,36,6.2,3.5,33.5,0
93,D'Andre Swift,DET,21,,13,4,57,46,0.807,357,7.8,2,15,26,6.3,3.5,27.5,3
94,Antonio Brown,TAM,32,,8,4,62,45,0.726,483,10.7,4,27,46,7.8,5.6,60.4,0
95,Rob Gronkowski,TAM,31,TE,16,16,77,45,0.584,623,13.8,7,29,48,8.1,2.8,38.9,1
96,Demarcus Robinson,KAN,26,WR,16,9,59,45,0.763,466,10.4,3,26,28,7.9,2.8,29.1,2
97,Dalvin Cook*,MIN,25,RB,14,14,54,44,0.815,361,8.2,1,17,50,6.7,3.1,25.8,5
98,Tyler Higbee,LAR,27,TE,15,15,60,44,0.733,521,11.8,5,26,44,8.7,2.9,34.7,0
99,Zach Pascal,IND,26,WR,16,14,71,44,0.62,629,14.3,5,29,42,8.9,2.8,39.3,0
100,Gerald Everett,LAR,26,te,16,7,62,41,0.661,417,10.2,1,24,40,6.7,2.6,26.1,1
101,Myles Gaskin,MIA,23,RB,10,7,47,41,0.872,388,9.5,2,12,59,8.3,4.1,38.8,2
102,Mecole Hardman,KAN,22,wr,16,8,62,41,0.661,560,13.7,4,23,49,9,2.6,35,2
103,Jonnu Smith,TEN,25,TE,15,14,65,41,0.631,448,10.9,8,25,63,6.9,2.7,29.9,0
104,Chris Conley,JAX,28,,15,4,63,40,0.635,471,11.8,2,24,51,7.5,2.7,31.4,1
105,Michael Pittman Jr.,IND,23,WR,13,8,61,40,0.656,503,12.6,1,22,45,8.2,3.1,38.7,0
106,Drew Sample,CIN,24,TE,16,13,53,40,0.755,349,8.7,1,16,23,6.6,2.5,21.8,1
107,Michael Thomas,NOR,27,wr,7,5,55,40,0.727,438,11,0,25,24,8,5.7,62.6,0
108,Anthony Firkser,TEN,25,,16,1,53,39,0.736,387,9.9,1,26,45,7.3,2.4,24.2,0
109,Randall Cobb,HOU,30,,10,2,48,38,0.792,441,11.6,3,20,34,9.2,3.8,44.1,0
110,Travis Fulgham,PHI,25,WR,13,8,67,38,0.567,539,14.2,4,26,42,8,2.9,41.5,0
111,Kareem Hunt,CLE,25,rb,16,5,51,38,0.745,304,8,5,19,26,6,2.4,19,2
112,Devin Singletary,BUF,23,RB,16,16,50,38,0.76,269,7.1,0,8,34,5.4,2.4,16.8,1
113,Jordan Akins,HOU,28,te,13,5,49,37,0.755,403,10.9,1,20,26,8.2,2.8,31,0
114,Braxton Berrios,NYJ,25,,16,2,55,37,0.673,394,10.6,3,19,43,7.2,2.3,24.6,0
115,Chris Carson,SEA,26,RB,12,12,46,37,0.804,287,7.8,4,14,29,6.2,3.1,23.9,1
116,Jared Cook,NOR,33,TE,15,5,60,37,0.617,504,13.6,7,27,46,8.4,2.5,33.6,1
117,Rashard Higgins,CLE,26,wr,13,6,52,37,0.712,599,16.2,4,26,43,11.5,2.8,46.1,3
118,Sammy Watkins,KAN,27,WR,10,9,55,37,0.673,421,11.4,2,27,37,7.7,3.7,42.1,1
119,Clyde Edwards-Helaire,KAN,21,RB,13,13,54,36,0.667,297,8.3,1,12,26,5.5,2.8,22.8,0
120,Tyler Eifert,JAX,30,,15,4,60,36,0.6,349,9.7,2,22,28,5.8,2.4,23.3,0
121,Zach Ertz,PHI,30,TE,11,11,72,36,0.5,335,9.3,1,16,42,4.7,3.3,30.5,0
122,Leonard Fournette,TAM,25,,13,3,47,36,0.766,233,6.5,0,9,20,5,2.8,17.9,0
123,Antonio Gibson,WAS,22,RB,14,10,44,36,0.818,247,6.9,0,9,40,5.6,2.6,17.6,1
124,Jakeem Grant,MIA,28,,14,4,54,36,0.667,373,10.4,1,22,30,6.9,2.6,26.6,2
125,Jonathan Taylor,IND,21,RB,15,13,39,36,0.923,299,8.3,1,12,39,7.7,2.4,19.9,1
126,James Conner,PIT,25,RB,13,11,43,35,0.814,215,6.1,0,10,18,5,2.7,16.5,2
127,Gabriel Davis,BUF,21,WR,16,11,62,35,0.565,599,17.1,7,27,56,9.7,2.2,37.4,1
128,David Moore,SEA,25,WR,16,6,47,35,0.745,417,11.9,6,18,57,8.9,2.2,26.1,1
129,Golden Tate,NYG,32,,12,4,52,35,0.673,388,11.1,2,17,39,7.5,2.9,32.3,0
130,Tre'Quan Smith,NOR,24,WR,14,10,50,34,0.68,448,13.2,4,22,31,9,2.4,32,1
131,John Brown,BUF,30,WR,9,8,52,33,0.635,458,13.9,3,22,46,8.8,3.7,50.9,0
132,Keke Coutee,HOU,23,,8,4,40,33,0.825,400,12.1,3,19,64,10,4.1,50,4
133,N'Keal Harry,NWE,23,WR,14,9,57,33,0.579,309,9.4,2,15,30,5.4,2.4,22.1,1
134,Josh Jacobs*,LVR,22,RB,15,15,45,33,0.733,238,7.2,0,9,29,5.3,2.2,15.9,2
135,David Johnson,HOU,29,RB,12,12,46,33,0.717,314,9.5,2,16,32,6.8,2.8,26.2,2
136,Allen Lazard,GNB,25,wr,10,9,46,33,0.717,451,13.7,3,23,72,9.8,3.3,45.1,0
137,Jerick McKinnon,SFO,28,,16,4,46,33,0.717,253,7.7,1,12,26,5.5,2.1,15.8,0
138,Scott Miller,TAM,23,WR,16,5,53,33,0.623,501,15.2,3,20,48,9.5,2.1,31.3,0
139,Deebo Samuel,SFO,24,wr,7,5,44,33,0.75,391,11.8,1,19,35,8.9,4.7,55.9,0
140,Willie Snead,BAL,28,wr,13,8,48,33,0.688,432,13.1,3,23,34,9,2.5,33.2,1
141,Marquez Valdes-Scantling,GNB,26,WR,16,12,63,33,0.524,690,20.9,6,27,78,11,2.1,43.1,1
142,Melvin Gordon,DEN,27,RB,15,10,44,32,0.727,158,4.9,1,7,20,3.6,2.1,10.5,4
143,Cam Sims,WAS,24,WR,16,10,48,32,0.667,477,14.9,1,18,50,9.9,2,29.8,1
144,Mo Alie-Cox,IND,27,te,15,6,39,31,0.795,394,12.7,2,19,45,10.1,2.1,26.3,1
145,Dan Arnold,ARI,25,te,16,5,45,31,0.689,438,14.1,4,24,59,9.7,1.9,27.4,2
146,Chris Herndon,NYJ,24,TE,16,13,45,31,0.689,287,9.3,3,17,26,6.4,1.9,17.9,2
147,Jalen Reagor,PHI,21,WR,11,11,54,31,0.574,396,12.8,1,19,55,7.3,2.8,36,2
148,Jamaal Williams,GNB,25,,14,3,35,31,0.886,236,7.6,1,11,29,6.7,2.2,16.9,0
149,KJ Hamler,DEN,21,,13,4,56,30,0.536,381,12.7,3,17,49,6.8,2.3,29.3,2
150,Isaiah McKenzie,BUF,25,wr,16,7,34,30,0.882,282,9.4,5,17,46,8.3,1.9,17.6,0
151,Breshad Perriman,NYJ,27,WR,12,12,60,30,0.5,505,16.8,3,20,53,8.4,2.5,42.1,0
152,Irv Smith Jr.,MIN,22,te,13,7,43,30,0.698,365,12.2,5,22,36,8.5,2.3,28.1,0
153,James Washington,PIT,24,WR,16,7,56,30,0.536,392,13.1,5,19,50,7,1.9,24.5,0
154,Kalen Ballage,2TM,25,,11,2,37,29,0.784,166,5.7,0,5,21,4.5,2.6,15.1,1
155,Lynn Bowden Jr.,MIA,23,,10,4,37,28,0.757,211,7.5,0,13,22,5.7,2.8,21.1,0
156,Cameron Brate,TAM,29,,16,1,34,28,0.824,282,10.1,2,17,25,8.3,1.8,17.6,0
157,Trey Burton,IND,29,,13,4,47,28,0.596,250,8.9,3,14,20,5.3,2.2,19.2,0
158,Isaiah Ford,MIA,24,,10,1,44,28,0.636,276,9.9,0,18,18,6.3,2.8,27.6,0
159,Jalen Guyton,LAC,23,WR,16,9,55,28,0.509,511,18.3,3,18,72,9.3,1.8,31.9,0
160,Duke Johnson,HOU,27,rb,11,5,35,28,0.8,249,8.9,1,8,48,7.1,2.5,22.6,3
161,Ronald Jones II,TAM,23,RB,14,13,42,28,0.667,165,5.9,1,2,37,3.9,2,11.8,2
162,Cole Kmet,CHI,21,TE,16,9,44,28,0.636,243,8.7,2,12,38,5.5,1.8,15.2,1
163,James O'Shaughnessy,JAX,28,TE,15,13,38,28,0.737,262,9.4,0,12,26,6.9,1.9,17.5,0
164,Tony Pollard,DAL,23,,16,2,40,28,0.7,193,6.9,1,9,30,4.8,1.8,12.1,0
165,Kyle Rudolph,MIN,31,TE,12,12,37,28,0.757,334,11.9,1,16,25,9,2.3,27.8,1
166,Miles Sanders,PHI,23,RB,12,11,52,28,0.538,197,7,0,8,28,3.8,2.3,16.4,4
167,Steven Sims,WAS,23,,12,2,37,27,0.73,265,9.8,1,13,30,7.2,2.3,22.1,4
168,Isaiah Wright,WAS,23,wr,14,6,35,27,0.771,197,7.3,0,10,22,5.6,1.9,14.1,3
169,Jordan Reed,SFO,30,,10,1,46,26,0.565,231,8.9,4,16,26,5,2.6,23.1,0
